;Papel;Cotação;P/L;P/VP;PSR;Div.Yield;P/Ativo;P/Cap.Giro;P/EBIT;P/Ativ Circ.Liq;EV/EBIT;EV/EBITDA;Mrg Ebit;Mrg. Líq.;Liq. Corr.;ROIC;ROE;Liq.2meses;Patrim. Líq;Dív.Brut/ Patrim.;Cresc. Rec.5a;LPA;VPA
882;ELCA3;24.7;28.02;12.81;3.099;0,00%;1.837;48.8;11.37;-3.67;13.52;11.51;27,25%;15,28%;1.15;18,90%;45,71%;0.0;4069810000.0;3.12;11,22%;0.88;1.93
883;ORVR3;37.5;28.09;4.25;3.905;0,00%;1.354;9.72;18.56;-3.38;23.74;12.88;21,04%;15,51%;2.2;8,47%;15,14%;14749800.0;731548000.0;1.55;30,06%;1.33;8.82
884;SOND5;60.0;28.8;2.54;0.898;8,41%;1.528;4.17;6.14;6.1;4.92;4.21;14,64%;3,17%;2.29;36,75%;8,83%;139.54;58004000.0;0.0;30,94%;2.08;23.60
885;WEGE3;41.08;29.97;9.91;5.25;1,68%;5.391;17.6;23.31;23.08;22.79;20.97;22,52%;18,03%;1.84;31,99%;33,05%;264462000.0;17407300000.0;0.15;24,33%;1.37;4.15
886;MSPA3;43.0;30.24;0.33;1.65;0,67%;0.192;5.09;-18.49;-0.59;-26.12;21.13;-8,93%;5,46%;1.68;-1,09%;1,09%;0.0;831884000.0;0.2;13,25%;1.42;129.88
887;BSCT5;3.5;30.51;2.76;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;9,05%;0.0;212960000.0;0.0;1,92%;0.11;1.27
888;MOSI3;8.24;32.29;1.56;4.761;0,00%;1.453;1.89;89.69;1.9;42.98;24.91;5,31%;14,75%;13.3;8,12%;4,82%;0.0;670337000.0;0.0;0,00%;0.26;5.30
889;BRGE6;12.92;32.46;0.72;267.653;6,33%;0.318;0.83;-1.36;1.62;0.92;0.94;-19.636,90%;1.381,29%;3.06;-50,03%;2,21%;0.0;1324180000.0;0.0;-45,61%;0.40;17.98
890;LIPR3;48.8;32.69;2.59;0.0;0,80%;2.47;8.21;-73.72;8.75;-65.63;-65.62;0,00%;0,00%;12.53;-4,60%;7,91%;1144.3;222022000.0;0.0;0,00%;1.49;18.87
891;CREM3;14.5;32.69;2.45;0.685;0,00%;0.67;4.89;8.52;-5.41;12.04;7.07;8,05%;2,10%;1.29;11,36%;7,50%;0.0;189701000.0;1.58;-0,27%;0.44;5.91
892;BRGE7;13.07;32.83;0.73;270.76;3,65%;0.322;0.84;-1.38;1.63;0.9;0.92;-19.636,90%;1.381,29%;3.06;-50,03%;2,21%;0.0;1324180000.0;0.0;-45,61%;0.40;17.98
893;TSEP3;40.0;33.05;1.79;1.768;0,00%;1.25;5.24;20.44;6.11;17.91;17.91;8,65%;5,35%;1.88;9,10%;5,43%;0.0;2047020000.0;0.0;4,50%;1.21;22.29
894;BRGE8;13.17;33.08;0.73;272.832;2,59%;0.324;0.85;-1.39;1.65;0.89;0.91;-19.636,90%;1.381,29%;3.06;-50,03%;2,21%;0.0;1324180000.0;0.0;-45,61%;0.40;17.98
895;BRGE11;13.18;33.11;0.73;273.039;3,10%;0.325;0.85;-1.39;1.65;0.89;0.91;-19.636,90%;1.381,29%;3.06;-50,03%;2,21%;0.0;1324180000.0;0.0;-45,61%;0.40;17.98
896;BRGE5;13.18;33.11;0.73;273.039;0,00%;0.325;0.85;-1.39;1.65;0.89;0.91;-19.636,90%;1.381,29%;3.06;-50,03%;2,21%;0.0;1324180000.0;0.0;-45,61%;0.40;17.98
897;ELEK4;26.0;33.27;3.62;0.842;0,25%;1.452;5.1;70.89;-150.12;84.56;33.61;1,19%;2,53%;1.94;2,52%;10,87%;0.0;226327000.0;0.99;5,69%;0.78;7.19
898;JBSS3;30.67;33.39;1.54;0.186;0,00%;0.333;2.23;7.1;-0.84;15.38;7.22;2,62%;0,68%;1.68;6,01%;4,61%;208973000.0;44205300000.0;2.19;13,88%;0.92;19.93
899;PATI4;33.0;33.55;0.92;0.429;6,39%;0.495;1.1;12.25;1.76;12.97;10.73;3,50%;1,28%;2.52;6,64%;2,75%;0.0;855442000.0;0.47;13,99%;0.98;35.74
900;BRGE12;13.47;33.84;0.75;279.047;0,00%;0.332;0.87;-1.42;1.68;0.86;0.88;-19.636,90%;1.381,29%;3.06;-50,03%;2,21%;0.0;1324180000.0;0.0;-45,61%;0.40;17.98
901;BRGE3;13.5;33.91;0.75;279.668;0,00%;0.333;0.87;-1.42;1.69;0.86;0.87;-19.636,90%;1.381,29%;3.06;-50,03%;2,21%;0.0;1324180000.0;0.0;-45,61%;0.40;17.98
902;CTIP3;49.5;35.13;8.76;8.248;0,00%;3.774;-71.28;21.15;-14.32;21.42;18.26;38,99%;23,48%;0.85;24,63%;24,94%;0.0;1486250000.0;0.67;13,43%;1.41;5.65
903;TNLP3;27.75;35.39;0.96;0.468;0,00%;0.17;1.76;4.63;-0.45;10.31;10.31;10,12%;-0,07%;1.48;4,58%;2,72%;0.0;13736000000.0;2.02;15,39%;0.78;28.82
904;VIGR3;25.0;36.57;2.55;0.763;0,00%;0.899;11.45;12.39;-5.02;15.2;22.95;6,16%;2,28%;1.26;9,06%;6,98%;0.0;1593560000.0;0.84;54,72%;0.68;9.79
905;RAIL3;20.05;36.63;2.32;3.179;0,46%;0.737;6.01;9.33;-1.65;12.43;7.93;34,07%;8,71%;2.13;9,46%;6,33%;221857000.0;16050700000.0;1.24;14,81%;0.55;8.65
906;PARD3;20.25;36.76;5.3;2.565;5,22%;2.095;-54.06;17.52;-8.62;18.12;11.99;14,64%;7,00%;0.9;15,26%;14,42%;0.0;1019310000.0;0.53;15,97%;0.55;3.82
907;CRIV4;6.74;37.77;0.66;0.0;7,20%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;1,74%;0.0;1058750000.0;0.0;-0,10%;0.18;10.28
908;CASH3;5.38;38.05;0.59;1.508;44,89%;0.481;0.74;-13.3;0.83;5.91;12.21;-11,33%;1,74%;6.89;-12,13%;1,54%;11986000.0;798284000.0;0.0;28,32%;0.14;9.18
909;ALSC3;27.75;38.57;2.2;10.717;0,95%;1.202;9.41;19.33;-4.22;17.49;14.08;55,45%;29,30%;5.39;7,03%;5,69%;0.0;2593960000.0;0.0;2,34%;0.72;12.64
910;BEEF3;6.45;39.04;180.26;0.141;3,01%;0.12;0.36;1.88;-0.38;6.19;4.93;7,53%;0,34%;2.02;16,23%;461,76%;57116500.0;21730000.0;1141.0;13,54%;0.17;0.04
911;CRIV3;6.98;39.11;0.68;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;1,74%;0.0;1058750000.0;0.0;-0,10%;0.18;10.28
912;RRRP3;25.61;39.24;1.17;0.873;1,50%;0.304;8.23;3.55;-0.54;8.48;5.9;24,59%;2,54%;1.27;9,64%;2,97%;142228000.0;5278920000.0;1.81;169,63%;0.65;21.96
913;MERC3;15.28;39.88;1.12;0.0;3,15%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;2,80%;0.0;246215000.0;0.0;-9,69%;0.38;13.67
914;RHDS3;0.11;39.98;3.24;0.548;0,00%;0.79;-65.29;7.49;-2.7;10.7;8.06;7,31%;1,17%;0.97;11,80%;8,12%;0.0;272045000.0;1.49;4,38%;0.00;0.03
915;RAIA3;30.5;41.22;2.98;0.897;0,00%;1.777;4.31;18.18;5.06;16.73;16.73;4,93%;2,18%;2.2;17,80%;7,22%;0.0;635785000.0;0.12;0,00%;0.74;10.25
916;IMCH3;6.39;41.83;0.59;0.336;0,00%;0.289;-9.49;12.28;-0.78;21.16;6.62;2,73%;0,80%;0.82;2,55%;1,40%;0.0;920589000.0;0.51;21,04%;0.15;10.90
917;PEAB3;43.5;42.12;0.94;14.98;2,11%;0.643;3.04;-401.02;-9.57;-325.57;207.83;-3,74%;35,56%;6.46;-0,20%;2,23%;3992.77;873953000.0;0.13;-37,76%;1.03;46.22
918;RADL3;25.8;42.19;7.3;1.261;1,18%;2.146;12.17;20.98;-17.88;22.13;12.25;6,01%;3,08%;1.43;14,42%;17,30%;157275000.0;6071650000.0;0.47;18,06%;0.61;3.53
919;PTQS4;189.46;43.43;2.19;4.717;0,00%;1.577;9.89;-7214.41;-35.73;-7466.35;-7466.35;-0,07%;11,37%;3.32;-0,02%;5,04%;0.0;1714950000.0;0.24;56,13%;4.36;86.61
920;UOLL4;19.62;43.52;2.35;2.054;0,00%;1.403;457.14;15.14;-12.83;16.49;16.49;13,56%;4,69%;1.01;10,57%;5,40%;0.0;1003690000.0;0.23;21,99%;0.45;8.35
921;BBTG12;3.15;44.37;29554.0;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;66.611,10%;0.0;9000.0;0.0;0,00%;0.07;0.00
922;LAND3;15.62;44.92;2.09;18.096;0,56%;1.564;-60.23;29.24;-8.1;31.52;29.35;61,89%;40,29%;0.69;5,37%;4,64%;829353.0;720843000.0;0.17;-3,82%;0.35;7.49
923;RPAD6;8.66;45.09;0.67;0.0;0,00%;0.672;14.28;-135.58;14.31;-125.7;-125.7;0,00%;0,00%;14.69;-0,52%;1,50%;1579580.0;1087490000.0;0.0;-90,37%;0.19;12.84
924;RPAD3;8.69;45.25;0.68;0.0;0,00%;0.674;14.33;-136.05;14.36;-126.17;-126.17;0,00%;0,00%;14.69;-0,52%;1,50%;408248.0;1087490000.0;0.0;-90,37%;0.19;12.84
925;RPAD5;8.8;45.82;0.69;0.0;6,93%;0.683;14.51;-137.77;14.54;-127.89;-127.89;0,00%;0,00%;14.69;-0,52%;1,50%;1228680.0;1087490000.0;0.0;-90,37%;0.19;12.84
926;PEAB4;47.66;46.15;1.03;16.412;2,21%;0.704;3.33;-439.37;-10.49;-363.92;232.31;-3,74%;35,56%;6.46;-0,20%;2,23%;9755.23;873953000.0;0.13;-37,76%;1.03;46.22
927;MYPK4;31.79;50.21;1.29;0.336;0,00%;0.339;1.92;6.11;-1.61;11.07;7.0;5,50%;1,29%;1.54;7,98%;2,57%;0.0;3787200000.0;1.65;14,35%;0.63;24.64
928;PLTO6;10.47;50.81;692616.0;0.69;0,00%;0.901;2.9;55.05;-1.55;56.35;56.35;1,25%;1,36%;3.87;1,74%;1.363.200,00%;0.0;1000.0;21227.0;8,78%;0.21;0.00
929;PGMN3;2.3;51.1;0.51;0.117;11,98%;0.153;1.13;3.06;-0.71;6.18;2.81;3,81%;0,25%;1.38;6,44%;1,01%;1424670.0;2601950000.0;0.61;15,74%;0.05;4.47
930;ELET5;99.0;52.04;2.03;6.229;0,00%;0.864;13.9;22.64;-2.15;26.89;19.66;27,52%;11,78%;1.57;4,13%;3,90%;0.0;112582000000.0;0.54;6,61%;1.90;48.80
931;SULA11;22.25;52.23;1.13;0.432;0,27%;0.314;0.85;-13.07;-4.6;6.62;8.51;-3,30%;0,83%;2.29;-5,62%;2,17%;0.0;8363840000.0;0.37;1,66%;0.43;19.64
932;SULA3;7.43;52.32;1.13;0.433;0,27%;0.314;0.85;-13.09;-4.61;6.59;8.48;-3,30%;0,83%;2.29;-5,62%;2,17%;0.0;8363840000.0;0.37;1,66%;0.14;6.55
933;PLTO5;10.94;53.09;723708.0;0.721;0,00%;0.942;3.03;57.52;-1.62;58.82;58.82;1,25%;1,36%;3.87;1,74%;1.363.200,00%;0.0;1000.0;21227.0;8,78%;0.21;0.00
934;FFTL3;25.0;53.22;2.26;3.41;0,00%;1.508;23.71;20.9;-15.54;20.55;20.55;16,32%;8,16%;1.37;8,91%;4,24%;0.0;6274030000.0;0.07;7,79%;0.47;11.08
935;FFTL4;25.06;53.34;2.26;3.418;0,00%;1.512;23.77;20.95;-15.58;20.6;20.6;16,32%;8,16%;1.37;8,91%;4,24%;0.0;6274030000.0;0.07;7,79%;0.47;11.08
936;SULA4;7.63;53.73;1.17;0.444;0,26%;0.323;0.88;-13.45;-4.73;6.24;8.02;-3,30%;0,83%;2.29;-5,62%;2,17%;0.0;8363840000.0;0.37;1,66%;0.14;6.55
937;BSEV3;9.0;56.31;-10.76;0.889;0,00%;0.776;-1.59;4.4;-1.02;7.59;3.7;20,19%;1,58%;0.39;20,66%;-19,12%;0.0;-853187000.0;-8.95;7,12%;0.16;-0.84
938;GVTT3;57.7;57.38;3.68;4.312;0,00%;2.268;21.82;25.92;-18.43;26.65;26.65;16,64%;7,52%;1.66;10,32%;6,42%;0.0;2150790000.0;0.24;31,47%;1.01;15.67
939;RAIZ4;2.89;57.46;1.4;0.136;6,70%;0.233;5.96;4.44;-0.6;9.25;3.91;3,05%;0,28%;1.1;7,53%;2,44%;43136900.0;21379400000.0;2.21;29,35%;0.05;2.07
940;PRNR3;10.19;58.05;1.53;0.466;0,71%;0.546;2.33;6.16;-5.69;8.41;5.49;7,57%;1,86%;1.79;11,62%;2,64%;3914770.0;311022000.0;1.16;42,33%;0.18;6.66
941;CSAB3;30.5;58.43;1.11;312.32;0,00%;0.566;0.0;18.86;0.0;0.0;0.0;1.656,27%;534,53%;0.0;0,00%;1,89%;0.0;211654000.0;0.0;-17,83%;0.52;27.56
942;AEDU3;18.35;59.34;3.32;4.141;0,00%;2.159;17.0;41.06;-21.55;43.27;29.01;10,08%;6,98%;2.04;5,77%;5,60%;0.0;2415400000.0;0.3;20,90%;0.31;5.53
943;SUBA3;84.0;61.95;8.39;8.067;0,00%;6.778;8.03;115.78;8.09;106.17;106.17;6,97%;13,02%;5.55;19,11%;13,54%;0.0;530396000.0;0.0;0,00%;1.36;10.01
944;BRIV4;12.54;70.08;0.66;0.0;5,22%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;0,95%;0.0;1671490000.0;0.0;-44,72%;0.18;18.87
945;DAGB33;375.0;71.75;1.6;0.64;0,00%;0.51;15.24;11.87;-1.27;19.35;30.65;5,39%;1,67%;1.17;4,96%;2,24%;0.0;12597300000.0;1.18;32,08%;5.23;233.84
946;BRIV3;12.86;71.86;0.68;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;0,95%;0.0;1671490000.0;0.0;-44,72%;0.18;18.87
947;CTPC3;0.2;76.36;1.08;0.0;0,00%;0.097;0.0;-16.86;0.0;-18.75;-18.75;0,00%;0,00%;0.0;0,00%;1,41%;0.0;2411000.0;0.0;-6,10%;0.00;0.19
948;RLOG3;23.08;82.76;4.26;1.534;0,00%;0.229;1.49;5.32;-0.5;12.43;6.68;28,85%;7,07%;2.64;5,36%;5,15%;0.0;2507240000.0;9.08;8,76%;0.28;5.41
949;FRIO3;285.0;85.99;5.28;0.928;0,00%;0.986;14.18;18.45;-14.23;24.34;14.94;5,03%;1,92%;1.11;7,80%;6,14%;374571.0;339515000.0;2.16;7,87%;3.31;54.01
950;CSAB4;48.97;93.81;1.78;501.453;0,00%;0.909;0.0;30.28;0.0;0.0;0.0;1.656,27%;534,53%;0.0;0,00%;1,89%;0.0;211654000.0;0.0;-17,83%;0.52;27.56
951;HGTX3;37.5;101.99;3.57;4.178;0,00%;2.48;7.5;105.87;9.93;106.77;42.5;3,95%;4,10%;2.47;3,00%;3,51%;0.0;1704940000.0;0.12;-4,62%;0.37;10.49
952;PQUN3;15.44;104.31;1.88;0.545;0,00%;0.523;7.57;19.5;-0.97;40.25;40.25;2,80%;0,52%;1.61;3,02%;1,81%;0.0;858692000.0;2.28;5,19%;0.15;8.20
953;PQUN4;15.44;104.31;1.88;0.545;0,00%;0.523;7.57;19.5;-0.97;40.25;40.25;2,80%;0,52%;1.61;3,02%;1,81%;0.0;858692000.0;2.28;5,19%;0.15;8.20
954;TMAR6;42.01;112.59;0.71;0.519;0,00%;0.181;1.49;4.04;-0.5;8.29;3.21;12,84%;-0,42%;1.62;5,78%;0,63%;0.0;20448500000.0;1.38;14,80%;0.37;59.36
955;TMAR5;42.67;114.35;0.72;0.527;0,00%;0.184;1.51;4.1;-0.51;8.35;3.24;12,84%;-0,42%;1.62;5,78%;0,63%;0.0;20448500000.0;1.38;14,80%;0.37;59.36
956;ROMI4;185.0;118.09;14.64;14.65;0,00%;7.628;22.34;195.06;56.34;199.93;122.79;7,51%;12,46%;2.25;4,71%;12,40%;0.0;1177370000.0;0.62;12,35%;1.57;12.64
957;SYNE3;8.92;118.14;0.89;3.11;0,00%;0.329;7.54;7.09;-1.23;9.18;7.04;43,84%;7,02%;1.38;5,41%;0,76%;2390010.0;1523120000.0;0.64;-3,34%;0.08;9.98
958;ENAT3;20.46;119.91;1.31;3.092;0,00%;0.618;3.91;22.53;-2.65;27.03;6.09;13,73%;2,58%;2.17;3,74%;1,09%;52967000.0;4154130000.0;0.74;17,84%;0.17;15.63
959;NETC3;38.5;123.1;2.12;1.29;0,00%;1.074;-33.02;10.82;-2.96;12.15;5.27;11,93%;1,55%;0.8;10,95%;1,72%;0.0;6812390000.0;0.28;66,63%;0.31;18.18
960;LOGN3;35.0;125.15;3.95;1.566;0,00%;1.034;11.07;16.6;-2.33;21.38;10.51;9,43%;1,25%;1.47;7,47%;3,15%;942727.0;951618000.0;1.69;25,25%;0.28;8.87
961;NETC4;40.0;127.89;2.2;1.34;0,00%;1.116;-34.31;11.24;-3.08;12.57;5.45;11,93%;1,55%;0.8;10,95%;1,72%;0.0;6812390000.0;0.28;66,63%;0.31;18.18
962;GUAR3;6.45;131.89;0.63;0.359;1,86%;0.236;0.93;7.05;44.53;9.11;3.8;5,10%;0,27%;1.68;4,44%;0,48%;14396100.0;5108920000.0;0.62;6,74%;0.05;10.23
963;MLFT4;22.39;139.4;11.13;40.264;0,00%;6.071;44.22;76.29;-29.21;79.12;61.62;52,78%;29,16%;2.26;10,05%;7,98%;0.0;4234480000.0;0.79;14,49%;0.16;2.01
964;PETZ3;3.45;164.44;0.88;0.501;0,27%;0.406;2.55;9.32;-2.04;9.37;3.21;5,38%;0,30%;1.88;5,44%;0,54%;55628100.0;1809970000.0;0.23;26,42%;0.02;3.91
965;TMAR3;62.0;166.16;1.04;0.765;0,00%;0.268;2.2;5.96;-0.74;10.21;3.96;12,84%;-0,42%;1.62;5,78%;0,63%;0.0;20448500000.0;1.38;14,80%;0.37;59.36
966;CASN3;10.45;171.41;5.31;6.419;0,11%;2.189;87.29;38.85;-5.2;45.14;25.67;16,52%;3,74%;1.18;6,20%;3,10%;0.0;2046180000.0;1.04;11,01%;0.06;1.97
967;VSTE3;17.05;177.85;1.87;1.779;0,28%;1.173;8.95;43.27;-19.05;49.31;10.17;4,11%;1,00%;1.72;3,00%;1,05%;199093.0;1037470000.0;0.31;10,94%;0.10;9.10
968;AURA33;48.5;177.9;2.26;1.538;6,46%;0.747;3.83;6.19;-2.69;7.2;7.2;24,85%;0,86%;1.99;17,77%;1,27%;5510950.0;1520520000.0;1.07;1,56%;0.27;21.49
969;CEPE5;40.12;187.09;1.83;0.354;0,00%;0.206;4.91;2.45;-0.35;8.62;6.41;14,43%;0,19%;1.17;9,89%;0,98%;0.0;1632000000.0;5.42;4,47%;0.21;21.87
970;CEPE6;43.0;200.52;1.97;0.379;0,00%;0.221;5.26;2.63;-0.37;8.8;6.54;14,43%;0,19%;1.17;9,89%;0,98%;0.0;1632000000.0;5.42;4,47%;0.21;21.87
971;CRPG6;29.49;211.04;1.26;1.594;0,94%;0.889;1.63;-15.61;2.27;-13.52;-26.88;-10,21%;0,76%;4.9;-6,97%;0,60%;14032.7;679978000.0;0.01;-2,40%;0.14;23.43
972;CRPG5;29.49;211.04;1.26;1.594;0,98%;0.889;1.63;-15.61;2.27;-13.52;-26.88;-10,21%;0,76%;4.9;-6,97%;0,60%;69022.9;679978000.0;0.01;-2,40%;0.14;23.43
973;BIDI3;3.4;225.51;1.06;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;0,47%;0.0;8348550000.0;0.0;37,00%;0.02;3.22
974;BIDI4;3.41;226.17;1.06;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;0,47%;0.0;8348550000.0;0.0;37,00%;0.02;3.22
975;BIDI11;10.4;229.93;1.08;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;0,47%;0.0;8348550000.0;0.0;37,00%;0.05;9.66
976;CRPG3;33.8;241.89;1.44;1.827;0,82%;1.019;1.87;-17.89;2.6;-15.8;-31.42;-10,21%;0,76%;4.9;-6,97%;0,60%;0.0;679978000.0;0.01;-2,40%;0.14;23.43
977;ELEV3;24.3;312.39;3.22;0.688;0,00%;0.954;5.75;37.19;-5.18;51.41;51.41;1,85%;0,27%;1.47;3,01%;1,03%;0.0;489356000.0;1.35;3,69%;0.08;7.55
978;RHDS4;1.0;363.45;29.5;4.977;0,00%;7.182;-593.56;68.11;-24.55;71.32;53.72;7,31%;1,17%;0.97;11,80%;8,12%;0.0;272045000.0;1.49;4,38%;0.00;0.03
979;AESB3;11.43;498.52;1.57;1.981;0,65%;0.352;-2.71;7.12;-0.6;17.17;8.64;27,84%;4,91%;0.52;5,53%;0,31%;50305100.0;4394450000.0;2.62;14,89%;0.02;7.30
980;CEPE3;128.0;596.9;5.85;1.129;0,00%;0.658;15.66;7.82;-1.11;13.99;10.41;14,43%;0,19%;1.17;9,89%;0,98%;0.0;1632000000.0;5.42;4,47%;0.21;21.87
981;UBBR4;7.49;610.27;1.99;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;0,33%;0.0;10317200000.0;0.0;10,58%;0.01;3.77
982;PDTC3;1.83;749.64;1.05;0.418;2,52%;0.277;0.72;8.97;-13.01;16.03;6.3;4,66%;0,06%;2.17;3,82%;0,14%;97442.0;139015000.0;1.07;-6,51%;0.00;1.75
983;CSNA3;12.65;907.3;0.97;0.383;11,54%;0.183;2.28;2.78;-0.42;7.74;4.92;13,77%;1,70%;1.29;8,82%;0,11%;96497800.0;17297400000.0;2.68;14,14%;0.01;13.04
984;UBBR11;14.75;1201.81;3.91;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;0,33%;0.0;10317200000.0;0.0;10,58%;0.01;3.77
985;UBBR3;18.0;1466.61;4.77;0.0;0,00%;0.0;0.0;0.0;0.0;0.0;0.0;0,00%;0,00%;0.0;0,00%;0,33%;0.0;10317200000.0;0.0;10,58%;0.01;3.77
986;GUAR4;151.0;3087.67;14.75;8.411;0,00%;5.531;21.75;165.04;1042.44;167.1;69.78;5,10%;0,27%;1.68;4,44%;0,48%;0.0;5108920000.0;0.62;6,74%;0.05;10.23
